"","replicate_fingerprinting","sample","farm_code","sp_sample","sp_tricot","sp_id","sp_tgroup","index_final_value","source","source_who","first_time_seed","gender","treated","tricot","inder","tech_pkg","education","SEF1","SEF2","SEF3","SEF4","match","match2","match3","match4","farmer_clean_name","farmer_identified_name","original_farmer_identified_name","dna_identified_first","dna_identified_second_processed","dna_identified_second","dna_identified_third","dna_identified_fourth","gendist_match4","gendist_match3","gendist_match2","first_gen_distance","second_gen_distance","third_gen_distance","fourth_gen_distance","first_similarity","second_similarity","third_similarity","fourth_similarity","first_match","second_match","first_cat","second_cat","region","district","village","seed_origin","seed_source","first_time_seed_use","seed_cycles","area","max_ref_distance_1","sd_ref_distance_1","range_max","FCI","FCI_2","match_only_name","match_name_manual_cleaning","invFCI","invFCI_SP","count_neigh_1km","count_match_1km","ratio_match_1km","count_neigh_5km","count_match_5km","ratio_match_5km","gender_recoded"
"275",1,"F139_2B",139,"yes",1,428,"T1",4,"Unreliable","Kept it from previous season","No",1,0,1,0,1,6,0,0,0,1,1,1,1,1,"nambi","nambi","nanbi","nambi","tequila","tequila(2)/uran(1)","matambu","uran",0.01908397,0.01908397,0.01908397,0.01908397,0.12759563,0.1333516,0.13815789,98.091603,87.240437,86.66484,86.184211,"TRUE","FALSE","category 1","category 3","South","Changuena","Pilon","Fue una donaci√≥n de INDER, CNP o MAG","Reliable","No","3","0.5",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,0,0,0,34,26,"0.764705882",0
"276",1,"F139_3B",139,"yes",1,428,"T1",4,"Unreliable","Kept it from previous season","No",1,0,1,0,1,6,1,1,1,1,0,0,0,0,"ensayo","other","codigo","SEF 62","SEF 42","SEF 42(1)/SEF 60(2)","SEF 60","SEF 64",0.006284153,0.006284153,0.006284153,0.006284153,0.03275109,0.034832694,0.052357458,99.3715847,96.724891,96.5167306,94.7642542,"FALSE","FALSE","category 4","category 4","South","Changuena","Pilon","Fue una donaci√≥n de INDER, CNP o MAG","Reliable","No","3","0.5",0.0066481996,0.000283227163617536,0.00693142676361754,0,0,"FALSE","TRUE",1,1,0,0,0,34,26,"0.764705882",0
"277",1,"F140_1B",140,"yes",1,429,"B",5,"Unreliable","Kept it from previous season","No",1,0,1,0,0,6,0,0,0,0,1,1,1,1,"landraces","quiura","quiura","sacapobres","generalito","generalito(2)/sacapobres(1)","mantequilla","curre",0.13239358,0.13239358,0.13239358,0.13239358,0.13408591,0.14431567,0.15676567,86.760642,86.591409,85.568433,84.323433,"FALSE","FALSE","category 3","category 3","South","Changuena","pilon","La guard√© de cosechas anteriores","Unreliable","No","5","0.5",0.024711696,0.00172884756304863,0.0264405435630486,1,1,"FALSE","FALSE",0,0,5,4,0.8,27,20,"0.74074074099999998",0
"278",1,"F140_2B",140,"yes",1,429,"B",5,"Unreliable","Kept it from previous season","No",1,0,1,0,0,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila","matambu","RCB 593",0.066012,0.066012,0.066012,0.066012,0.11742217,0.12814896,0.1416849,93.3988,88.257783,87.185104,85.83151,"TRUE","FALSE","category 1","category 2","South","Changuena","pilon","La guard√© de cosechas anteriores","Unreliable","No","3","1.5",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,5,4,0.8,27,20,"0.74074074099999998",0
"279",1,"F140_3B",140,"yes",1,429,"B",5,"Unreliable","Kept it from previous season","No",1,0,1,0,0,6,0,0,0,0,0,0,0,0,"cabecar","cabecar","cabecar","changuena","suru","suru","victoria","talamanca",0.008232711,0.008232711,0.008232711,0.008232711,0.118746564,0.1341932,0.13512035,99.1767289,88.1253436,86.58068,86.487965,"FALSE","FALSE","category 1","category 2","South","Changuena","pilon","De Familiares","Unreliable","Yes","NA","3",0.046780407,0.00607496353412312,0.0528553705341231,0,0,"FALSE","FALSE",1,1,5,4,0.8,27,20,"0.74074074099999998",0
"280",1,"F140_4B",140,"yes",1,429,"B",5,"Unreliable","Kept it from previous season","No",1,0,1,0,0,6,1,1,1,1,0,0,0,0,"ensayo","ensayo","ensayo variedad","SEF 64","SEF 60","SEF 42(1)/SEF 60(2)","SEF 42","RCB 593",0.10641799,0.10641799,0.10641799,0.10641799,0.11190346,0.11250683,0.113723345,89.358201,88.809654,88.749317,88.6276655,"FALSE","FALSE","category 4","category 4","South","Changuena","pilon","La guard√© de cosechas anteriores","Unreliable","No","3","1.5",0.026736494,0.00213125818054995,0.0288677521805499,1,1,"FALSE","TRUE",0,0,5,4,0.8,27,20,"0.74074074099999998",0
"281",1,"F141_1B",141,"yes",0,842,"C",3.5,"Unreliable","Kept it from previous season","No",1,0,0,0,0,6,0,0,0,0,0,1,1,1,"cabecar","cabecar","cabecar","victoria","cabecar","cabecar(2)/changuena(1)","changuena","tayni",0.13723347,0.13723347,0.13723347,0.12561712,0.13723347,0.13983516,0.1440678,87.438288,86.276653,86.016484,85.59322,"FALSE","FALSE","category 2","category 3","South","Changuena","La bonita","La guard√© de cosechas anteriores","Unreliable","No","4","7",0.0024738868,0.0001425694227528,0.0026164562227528,1,1,"FALSE","FALSE",0,0,7,4,0.571428571,35,24,"0.68571428599999995",0
"282",1,"F141_2B",141,"yes",0,842,"C",3.5,"Unreliable","Kept it from previous season","No",1,0,0,0,0,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","talamanca","talamanca","brunca","suru",0.12438625,0.12438625,0.12438625,0.12438625,0.13407974,0.15128346,0.15164836,87.561375,86.592026,84.871654,84.835164,"TRUE","FALSE","category 2","category 2","South","Changuena","La bonita","La guard√© de cosechas anteriores","Unreliable","No","3","1",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,7,4,0.571428571,35,24,"0.68571428599999995",0
"283",1,"F142_1B",142,"yes",1,405,"B",3,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","victoria","tayni","matambu",0.07782632,0.07782632,0.07782632,0.07782632,0.08328767,0.1182414,0.1214442,92.217368,91.671233,88.17586,87.85558,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Lucia","La compr√© a la Asociaci√≥n de productores","Reliable","No","8","4",0.077070765,0.00190190515067399,0.078972670150674,0,1,"TRUE","TRUE",1,0,0,0,0,19,12,"0.63157894699999995",0
"284",1,"F142_2B",142,"yes",1,405,"B",3,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","matambu","matambu(2)/uran(1)","tequila","RCB 593",0.037077427,0.037077427,0.037077427,0.037077427,0.13088718,0.13469945,0.14004377,96.2922573,86.911282,86.530055,85.995623,"TRUE","FALSE","category 1","category 3","South","Changuena","Santa Lucia","La compr√© a la Asociaci√≥n de productores","Reliable","No","5","2",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,0,0,0,19,12,"0.63157894699999995",0
"285",1,"F143_1B",143,"yes",1,408,"T1",5,"Reliable","Producers' association - bought","Yes",1,0,1,0,1,6,0,0,0,0,0,1,1,1,"cabecar","cabecar","cabecar","victoria","cabecar","cabecar","changuena","matambu",0.071428575,0.071428575,0.071428575,0.07001647,0.071428575,0.10775151,0.10876712,92.998353,92.8571425,89.224849,89.123288,"FALSE","TRUE","category 1","category 1","South","Changuena","Santa Lucia","La compr√© a la Asociaci√≥n de productores","Reliable","Yes","NA","2",0.0024738868,0.0001425694227528,0.0026164562227528,1,1,"FALSE","FALSE",0,0,6,4,0.666666667,24,14,"0.58333333300000001",0
"286",1,"F143_2B",143,"yes",1,408,"T1",5,"Reliable","Producers' association - bought","Yes",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"mantequilla","mantequilla","mantequilla","mantequilla","generalito","generalito","sacapobres","talamanca",0.02093664,0.02093664,0.02093664,0.02093664,0.077197805,0.111540586,0.13039912,97.906336,92.2802195,88.8459414,86.960088,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Lucia","De Familiares","Unreliable","No","3","0.5",0.018406594,0.000330705390234067,0.0187372993902341,1,1,"TRUE","TRUE",0,0,6,4,0.666666667,24,14,"0.58333333300000001",0
"287",1,"F143_3B",143,"yes",1,408,"T1",5,"Reliable","Producers' association - bought","Yes",1,0,1,0,1,6,0,0,1,1,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila(2)/uran(1)","uran","RCB 593",0.0038230475,0.0038230475,0.0038230475,0.0038230475,0.13108921,0.13611417,0.13882804,99.61769525,86.891079,86.388583,86.117196,"TRUE","FALSE","category 1","category 3","South","Changuena","Santa Lucia","La compr√© a la Asociaci√≥n de productores","Reliable","No","1","0.5",0.0041163554,0.000142799891081788,0.00425915529108179,0,0,"TRUE","TRUE",1,1,6,4,0.666666667,24,14,"0.58333333300000001",0
"288",1,"F144_1B",144,"yes",1,414,"T1",6,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,0,0,1,1,"cabecar","cabecar","cabecar","changuena","victoria","cabecar(1)/changuena(1)/victoria(1)","cabecar","matambu",0.1119978,0.1119978,0.103152655,0.103152655,0.10871965,0.1119978,0.13257994,89.6847345,89.128035,88.80022,86.742006,"FALSE","FALSE","category 3","category 3","South","Changuena","Santa Luc���La guard頤e cosechas anteriores","La compr√© a la Asociaci√≥n de productores","Reliable","No","3","2",0.046780407,0.00607496353412312,0.0528553705341231,1,1,"FALSE","FALSE",0,0,6,5,0.833333333,29,21,"0.72413793100000001",0
"289",1,"F144_2B",144,"yes",1,414,"T1",6,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,0,0,0,0,"other","other","curvo","mantequilla","generalito","generalito","sacapobres","suru",0.073619634,0.073619634,0.073619634,0.073619634,0.086944446,0.099609375,0.12931034,92.6380366,91.3055554,90.0390625,87.068966,"FALSE","FALSE","category 4","category 4","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La guard√© de cosechas anteriores","Unreliable","No","30","0.25",0.018406594,0.000330705390234067,0.0187372993902341,1,1,"FALSE","FALSE",0,0,6,5,0.833333333,29,21,"0.72413793100000001",0
"290",1,"F145_1B",145,"yes",1,438,"B",3,"Reliable","Producers' association - bought","No",1,0,0,0,1,6,0,0,0,0,0,0,0,0,"cabecar","cabecar","cabecar","nambi","tequila","tequila","matambu","RCB 593",0.06692266,0.06692266,0.06692266,0.06692266,0.11779242,0.12905888,0.14101155,93.307734,88.220758,87.094112,85.898845,"FALSE","FALSE","category 1","category 2","South","Changuena","Santa Lucia","La compr√© a la Asociaci√≥n de productores","Reliable","No","4","3",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"FALSE","FALSE",0,0,3,3,1,20,14,"0.7",0
"291",1,"F146_1B",146,"yes",1,442,"B",6,"Reliable","Producers' association - bought","No",1,0,1,0,1,8,0,0,0,0,0,0,0,0,"ensayo","other","n60","victoria","cabecar","cabecar","changuena","matambu",0.07190083,0.07190083,0.07190083,0.07190083,0.07276222,0.10810811,0.112761274,92.809917,92.723778,89.189189,88.7238726,"FALSE","FALSE","category 4","category 4","South","Changuena","Santa Luc���La guard頤e cosechas anteriores","La compr√© a la Asociaci√≥n de productores","Reliable","No","2","0.5",0.0024738868,0.0001425694227528,0.0026164562227528,1,1,"FALSE","FALSE",0,0,2,0,0,42,29,"0.69047619000000005",0
"292",1,"F146_2B",146,"yes",1,442,"B",6,"Reliable","Producers' association - bought","No",1,0,1,0,1,8,0,0,0,0,1,1,1,1,"changuena","changuena","changuena","changuena","suru","suru","diquis","cabecar",0.06401766,0.06401766,0.06401766,0.06401766,0.12182321,0.1406164,0.14163916,93.598234,87.817679,85.93836,85.836084,"TRUE","FALSE","category 1","category 2","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La guard√© de cosechas anteriores","Unreliable","No","2","1.5",0.046780407,0.00607496353412312,0.0528553705341231,1,1,"TRUE","TRUE",0,0,2,0,0,42,29,"0.69047619000000005",0
"293",1,"F147_1B",147,"yes",0,411,"C",6,"Unreliable","Kept it from previous season","No",1,1,0,0,1,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","victoria","tayni","matambu",0.07728017,0.07728017,0.07728017,0.07728017,0.09589041,0.12124522,0.12253829,92.271983,90.410959,87.875478,87.746171,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Luc���La guard頤e cosechas anteriores","La guard√© de cosechas anteriores","Unreliable","No","2","6",0.077070765,0.00190190515067399,0.078972670150674,0,1,"TRUE","TRUE",1,0,10,7,0.7,26,16,"0.61538461499999997",0
"294",1,"F148_1B",148,"yes",0,413,"T2",5,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","victoria","matambu","tayni",0.07459016,0.07459016,0.07459016,0.07459016,0.09539474,0.121784344,0.121857926,92.540984,90.460526,87.8215656,87.8142074,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","No","2","3",0.077070765,0.00190190515067399,0.078972670150674,0,0,"TRUE","TRUE",1,1,7,4,0.571428571,28,18,"0.64285714299999996",0
"295",1,"F149_1B",149,"yes",0,436,"T2",4.33333333333333,"Reliable","Producers' association - bought","Yes",1,0,1,0,0,2,1,1,1,1,0,0,0,0,"ensayo","uran","uran","uran","RCB 593","RCB 593","SEF 42","SEF 62",0.03589041,0.03589041,0.03589041,0.03589041,0.090038314,0.10655738,0.109742746,96.410959,90.9961686,89.344262,89.0257254,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","Yes","NA","0.35",0.026475456,0.00883303640564774,0.0353084924056477,1,1,"TRUE","TRUE",0,0,8,6,0.75,24,15,"0.625",0
"296",1,"F149_2B",149,"yes",0,436,"T2",4.33333333333333,"Reliable","Producers' association - bought","Yes",1,0,1,0,0,2,0,0,0,0,0,1,1,1,"cabecar","cabecar","cabecar","victoria","cabecar","cabecar","matambu","changuena",0.070491806,0.070491806,0.070491806,0.067160085,0.070491806,0.10782704,0.10873146,93.2839915,92.9508194,89.217296,89.126854,"FALSE","TRUE","category 1","category 1","South","Changuena","Santa Luc���La guard頤e cosechas anteriores","La compr√© a la Asociaci√≥n de productores","Reliable","Yes","NA","1.75",0.0024738868,0.0001425694227528,0.0026164562227528,1,1,"FALSE","FALSE",0,0,8,6,0.75,24,15,"0.625",0
"297",1,"F149_3B",149,"yes",0,436,"T2",4.33333333333333,"Reliable","Producers' association - bought","Yes",1,0,1,0,0,2,0,0,0,0,1,1,1,1,"mantequilla","mantequilla","mantequilla","mantequilla","generalito","generalito","sacapobres","talamanca",0.016822945,0.016822945,0.016822945,0.016822945,0.0788895,0.10994475,0.12547944,98.3177055,92.11105,89.005525,87.452056,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La guard√© de cosechas anteriores","Unreliable","No","4","0.35",0.018406594,0.000330705390234067,0.0187372993902341,0,0,"TRUE","TRUE",1,1,8,6,0.75,24,15,"0.625",0
"298",1,"F150_1B",150,"yes",0,437,"T2",6,"Unreliable","Kept it from previous season","No",1,0,1,0,1,6,0,0,0,0,0,0,0,0,"landraces","vaina_blanca","vaina blanca negro","mantequilla","generalito","generalito","talamanca","sacapobres",0.10421286,0.10421286,0.10421286,0.10421286,0.11374931,0.11758242,0.12132964,89.578714,88.625069,88.241758,87.867036,"FALSE","FALSE","category 4","category 4","South","Changuena","Santa Luc���La compr頡 la Asociaci󮠤e productores","La guard√© de cosechas anteriores","Unreliable","No","30","0.5",0.018406594,0.000330705390234067,0.0187372993902341,1,1,"FALSE","FALSE",0,0,2,1,0.5,42,30,"0.71428571399999996",0
"299",1,"F150_2B",150,"yes",0,437,"T2",6,"Unreliable","Kept it from previous season","No",1,0,1,0,1,6,1,1,1,1,0,0,0,0,"ensayo","uran","uran","uran","RCB 593","RCB 593","SEF 42","SEF 62",0.008810572,0.008810572,0.008810572,0.008810572,0.07736784,0.093956046,0.09801762,99.1189428,92.263216,90.6043954,90.198238,"TRUE","FALSE","category 1","category 1","South","Changuena","Santa Luc���La guard頤e cosechas anteriores","La compr√© a la Asociaci√≥n de productores","Reliable","Yes","NA","0.5",0.026475456,0.00883303640564774,0.0353084924056477,0,0,"TRUE","TRUE",1,1,2,1,0.5,42,30,"0.71428571399999996",0
"300",1,"F151_1B",151,"yes",0,440,"T2",6,"Unreliable","Kept it from previous season","Yes",1,0,1,0,1,6,1,1,1,1,0,0,0,0,"ensayo","SEF 62","se 62","SEF 62","SEF 42","SEF 42(1)/SEF 60(2)","SEF 60","RCB 593",0.008530545,0.008530545,0.008530545,0.008530545,0.03269231,0.03451132,0.05506608,99.1469455,96.730769,96.548868,94.493392,"FALSE","FALSE","category 1","category 3","South","Changuena","santa Luc���La guard頤e cosechas anteriores","La guard√© de cosechas anteriores","Unreliable","Yes","NA","1.5",0.0066481996,0.000283227163617536,0.00693142676361754,1,1,"TRUE","TRUE",0,0,3,2,0.666666667,24,16,"0.66666666699999999",0
"301",1,"F151_2B",151,"yes",0,440,"T2",6,"Unreliable","Kept it from previous season","Yes",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"nambi","nambi","nanvi","nambi","tequila","tequila","matambu","RCB 593",0.05848435,0.05848435,0.05848435,0.05848435,0.11929632,0.1292011,0.14281783,94.151565,88.070368,87.07989,85.718217,"TRUE","FALSE","category 1","category 2","South","Changuena","santa Luc���La guard頤e cosechas anteriores","La guard√© de cosechas anteriores","Unreliable","No","3","1",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,3,2,0.666666667,24,16,"0.66666666699999999",0
"302",1,"F151_3B",151,"yes",0,440,"T2",6,"Unreliable","Kept it from previous season","Yes",1,0,1,0,1,6,1,1,1,1,0,0,0,0,"ensayo","other","c60","SEF 62","SEF 42","SEF 42(1)/SEF 60(2)","SEF 60","SEF 64",0.0063256323,0.0063256323,0.0063256323,0.0063256323,0.032674354,0.03504415,0.05295091,99.36743677,96.7325646,96.495585,94.704909,"FALSE","FALSE","category 4","category 4","South","Changuena","santa Luc���La guard頤e cosechas anteriores","La guard√© de cosechas anteriores","Unreliable","Yes","NA","0.5",0.0066481996,0.000283227163617536,0.00693142676361754,0,0,"FALSE","FALSE",1,1,3,2,0.666666667,24,16,"0.66666666699999999",0
"303",1,"F152_1B",152,"yes",0,441,"T2",4,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","victoria","tayni","matambu",0.081446715,0.081446715,0.081446715,0.081446715,0.0957918,0.11954721,0.12112832,91.8553285,90.42082,88.045279,87.887168,"TRUE","FALSE","category 1","category 1","South","Changuena","santa Luc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","No","2","2",0.077070765,0.00190190515067399,0.078972670150674,1,1,"TRUE","TRUE",0,0,8,6,0.75,41,30,"0.73170731700000002",0
"304",1,"F152_2B",152,"yes",0,441,"T2",4,"Reliable","Producers' association - bought","No",1,0,1,0,1,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila","matambu","RCB 593",0.059345536,0.059345536,0.059345536,0.059345536,0.11805555,0.12945434,0.13924402,94.0654464,88.194445,87.054566,86.075598,"TRUE","FALSE","category 1","category 2","South","Changuena","santa Luc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","No","2","0.17499999999999899",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,8,6,0.75,41,30,"0.73170731700000002",0
"305",1,"F153_1B",153,"no",NA,NA,NA,7,"Reliable","Producers' association - bought","No",1,1,0,0,1,6,0,0,1,1,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila(2)/uran(1)","uran","RCB 593",0.0043763677,0.0043763677,0.0043763677,0.0043763677,0.13157895,0.13586359,0.13830955,99.56236323,86.842105,86.413641,86.169045,"TRUE","FALSE","category 1","category 3","South","Changuena","SantaLuc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","No","3","3",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,10,7,0.7,26,16,"0.61538461499999997",0
"306",1,"F153_2B",153,"no",NA,NA,NA,7,"Reliable","Producers' association - bought","No",1,1,0,0,1,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","victoria","tayni","matambu",0.07561644,0.07561644,0.07561644,0.07561644,0.09840572,0.12356164,0.12458836,92.438356,90.159428,87.643836,87.541164,"TRUE","FALSE","category 1","category 1","South","Changuena","SantaLuc���La compr頡 la Asociaci󮠤e productores","La compr√© a la Asociaci√≥n de productores","Reliable","No","2","6",0.077070765,0.00190190515067399,0.078972670150674,0,0,"TRUE","TRUE",1,1,NA,NA,NA,NA,NA,NA,0
"307",1,"F154_1B",154,"no",NA,NA,NA,6,"Unreliable","Kept it from previous season","No",1,1,0,0,0,6,0,0,0,0,0,1,1,1,"cabecar","cabecar","cabecar","victoria","cabecar","cabecar","matambu","curre",0.101912566,0.101912566,0.101912566,0.095120616,0.101912566,0.124794744,0.12554824,90.4879384,89.8087434,87.5205256,87.445176,"FALSE","TRUE","category 1","category 2","South","Changuena","Zapotal","La guard√© de cosechas anteriores","Unreliable","No","2","0.35",0.0024738868,0.0001425694227528,0.0026164562227528,1,1,"FALSE","FALSE",0,0,0,0,0,6,5,"0.83333333300000001",0
"308",1,"F154_2B",154,"no",NA,NA,NA,6,"Unreliable","Kept it from previous season","No",1,1,0,0,0,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila","matambu","RCB 593",0.069012545,0.069012545,0.069012545,0.069012545,0.11796832,0.12964989,0.14180328,93.0987455,88.203168,87.035011,85.819672,"TRUE","FALSE","category 1","category 2","South","Changuena","Zapotal","La guard√© de cosechas anteriores","Unreliable","No","2","1.5",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,0,0,0,6,5,"0.83333333300000001",0
"309",1,"F154_3B",154,"no",NA,NA,NA,6,"Unreliable","Kept it from previous season","No",1,1,0,0,0,6,0,0,0,0,0,0,0,0,"changuena","changuena","changuena","cabecar","victoria","cabecar(1)/victoria(2)","tayni","curre",0.10267613,0.10267613,0.10267613,0.10267613,0.106027395,0.13080284,0.1309589,89.732387,89.3972605,86.919716,86.90411,"FALSE","FALSE","category 3","category 3","South","Changuena","Zapotal","La guard√© de cosechas anteriores","Unreliable","No","2","2",0.077070765,0.00190190515067399,0.078972670150674,1,1,"FALSE","FALSE",0,0,0,0,0,6,5,"0.83333333300000001",0
"310",1,"F154_4B",154,"no",NA,NA,NA,6,"Unreliable","Kept it from previous season","No",1,1,0,0,0,6,0,0,0,0,1,1,1,1,"mantequilla","mantequilla","mantequilla","mantequilla","generalito","generalito","sacapobres","talamanca",0.01898734,0.01898734,0.01898734,0.01898734,0.07958288,0.11196911,0.12779902,98.101266,92.041712,88.803089,87.220098,"TRUE","FALSE","category 1","category 1","South","Changuena","Zapotal","La guard√© de cosechas anteriores","Unreliable","No","2","0.35",0.018406594,0.000330705390234067,0.0187372993902341,1,1,"TRUE","TRUE",0,0,0,0,0,6,5,"0.83333333300000001",0
"311",1,"F155_1B",155,"no",NA,NA,NA,6,"Reliable","Producers' association - bought","No",1,1,0,0,0,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila","matambu","talamanca",0.0801964,0.0801964,0.0801964,0.0801964,0.12472708,0.12972085,0.13891922,91.98036,87.527292,87.027915,86.108078,"TRUE","FALSE","category 1","category 2","South","Changuena","Changuena","La compr√© a la Asociaci√≥n de productores","Reliable","No","5","1.5",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,6,3,0.5,42,32,"0.76190476200000001",0
"312",1,"F155_2B",155,"no",NA,NA,NA,6,"Reliable","Producers' association - bought","No",1,1,0,0,0,6,0,0,0,0,1,1,1,1,"cabecar","cabecar","cabecar","cabecar","victoria","cabecar(2)/victoria(1)","matambu","tayni",0.07053035,0.07053035,0.07053035,0.07053035,0.0715853,0.11007667,0.11399672,92.946965,92.84147,88.992333,88.600328,"FALSE","FALSE","category 3","category 3","South","Changuena","Changuena","La compr√© a la Asociaci√≥n de productores","Reliable","No","3","1.5",0.077070765,0.00190190515067399,0.078972670150674,0,0,"TRUE","TRUE",1,1,6,3,0.5,42,32,"0.76190476200000001",0
"313",1,"F156_1B",156,"no",NA,NA,NA,4,"Reliable","Producers' association - bought","No",1,1,0,0,0,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","tequila","tequila","matambu","RCB 593",0.058647025,0.058647025,0.058647025,0.058647025,0.1226106,0.1302682,0.14434117,94.1352975,87.73894,86.97318,85.565883,"TRUE","FALSE","category 1","category 2","South","Changuena","Changuena","La compr√© a la Asociaci√≥n de productores","Reliable","No","3","9",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,0,0,0,37,28,"0.756756757",0
"314",1,"F156_2B",156,"no",NA,NA,NA,4,"Reliable","Producers' association - bought","No",1,1,0,0,0,6,0,0,1,1,0,0,0,0,"nambi","nambi","nambi","cabecar","victoria","victoria","SEF 62","SEF 42",0.09704757,0.09704757,0.09704757,0.09704757,0.10422381,0.10852925,0.113264196,90.295243,89.577619,89.147075,88.6735804,"FALSE","FALSE","category 1","category 2","South","Changuena","Changuena","La compr√© a la Asociaci√≥n de productores","Reliable","No","3","6",0.077070765,0.00190190515067399,0.078972670150674,1,1,"FALSE","FALSE",0,0,NA,NA,NA,NA,NA,NA,0
"315",1,"F157_1B",157,"no",NA,NA,NA,6,"Reliable","Producers' association - bought","Yes",1,1,0,0,0,11,1,1,1,1,0,0,0,0,"ensayo","uran","uran","uran","RCB 593","RCB 593","victoria","SEF 42",0.08342511,0.08342511,0.08342511,0.08342511,0.11132491,0.1168688,0.12040593,91.657489,88.867509,88.31312,87.959407,"TRUE","FALSE","category 1","category 2","South","Changuena","Changuena","La compr√© a la Asociaci√≥n de productores","Reliable","Yes","NA","0.25",0.026475456,0.00883303640564774,0.0353084924056477,1,1,"TRUE","TRUE",0,0,7,5,0.714285714,46,35,"0.76086956500000003",0
"316",1,"F157_2B",157,"no",NA,NA,NA,6,"Reliable","Producers' association - bought","Yes",1,1,0,0,0,11,0,0,1,1,1,1,1,1,"nambi","nambi","nanvi","nambi","tequila","tequila(2)/uran(1)","uran","RCB 593",0.004371585,0.004371585,0.004371585,0.004371585,0.13143483,0.13653846,0.13898027,99.5628415,86.856517,86.346154,86.101973,"TRUE","FALSE","category 1","category 3","South","Changuena","Changuena","La guard√© de cosechas anteriores","Unreliable","No","2","2",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,7,5,0.714285714,46,35,"0.76086956500000003",0
"317",1,"F158_1B",158,"no",NA,NA,NA,6,"Reliable","Producers' association - bought","No",1,0,0,0,1,6,0,0,0,0,1,1,1,1,"nambi","nambi","nambi","nambi","talamanca","talamanca","mantequilla","suru",0.111504905,0.111504905,0.111504905,0.111504905,0.14274018,0.14887176,0.15595827,88.8495095,85.725982,85.112824,84.404173,"TRUE","FALSE","category 2","category 2","South","Changuena","pilon","La compr√© a la Asociaci√≥n de productores","Reliable","No","5","2",0.0041163554,0.000142799891081788,0.00425915529108179,1,1,"TRUE","TRUE",0,0,NA,NA,NA,NA,NA,NA,0
